gender,age,race,education,marital_status,income,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days
1,77,3,3,2,1.62,2,2,0,0
1,47,3,4,1,0.63,1,0,1,0
1,59,3,4,1,5.0,3,0,1,1
2,33,6,4,1,0.47,0,0,0,0
1,77,3,5,2,1.08,1,0,0,0
1,77,6,5,1,5.0,1,0,3,0
1,29,4,4,1,2.99,10,10,0,0
1,32,4,2,3,2.11,5,2,5,5
1,59,3,3,2,0.99,0,0,0,10
2,79,4,2,2,0.12,1,0,0,0
2,55,4,3,2,2.77,1,1,0,0
1,29,4,3,1,2.6,14,4,0,0
2,74,3,4,1,4.64,4,0,2,20
2,52,3,5,1,5.0,3,2,0,0
2,77,2,1,1,0.86,1,1,0,4
1,57,3,4,1,5.0,14,0,0,0
1,20,4,4,3,0.25,0,0,0,0
2,55,3,4,1,0.09,2,2,3,0
1,72,3,3,1,5.0,0,0,0,0
2,21,3,4,1,2.72,2,2,2,4
1,33,4,4,3,1.7,12,0,21,0
1,23,3,3,3,5.0,2,1,2,0
1,67,3,3,3,0.86,1,1,0,0
1,63,1,4,1,3.95,3,0,0,0
2,61,3,5,1,5.0,3,0,0,2
1,44,7,2,1,1.22,4,3,0,21
2,77,4,4,2,1.65,2,2,6,4
2,55,3,4,1,5.0,2,0,0,0
2,39,3,4,1,3.06,2,1,0,0
2,43,6,2,1,1.15,0,0,0,0
1,43,4,5,1,3.03,0,0,0,0
2,41,4,4,1,2.02,2,1,2,4
1,62,3,5,2,2.08,0,0,10,0
1,28,1,3,1,0.53,2,1,0,0
2,25,7,3,1,0.83,1,1,4,4
2,70,6,5,1,5.0,0,0,0,0
1,56,6,5,1,3.85,0,0,0,0
1,74,3,4,1,1.58,0,0,0,0
1,50,1,1,1,0.96,2,1,4,0
2,26,4,4,3,5.0,2,0,5,0
2,54,3,3,2,1.68,7,4,10,0
2,74,4,5,2,4.0,5,2,10,0
1,42,4,5,1,4.07,3,1,0,2
2,62,6,2,1,2.98,0,0,0,0
1,38,1,4,1,2.63,2,2,0,0
1,55,3,3,1,2.99,1,1,0,0
1,30,6,4,3,2.89,10,10,0,0
2,53,4,5,1,5.0,1,1,0,0
1,38,4,3,2,2.81,2,2,0,8
2,37,3,5,1,5.0,4,0,0,0
2,70,4,4,2,4.64,2,0,2,3
1,46,4,2,1,1.06,2,2,0,0
1,45,6,5,1,4.17,7,2,10,5
1,72,2,3,1,0.82,7,0,0,0
2,20,6,4,3,2.98,2,0,6,10
1,79,3,4,1,1.17,1,0,0,1
2,68,3,4,1,1.48,0,0,5,1
2,50,4,4,1,4.07,2,2,0,0
2,80,3,2,1,4.37,2,2,0,0
1,43,1,1,1,1.5,3,3,5,0
1,63,3,2,1,1.06,0,0,0,1
1,77,4,1,1,1.25,0,0,0,0
1,61,1,5,1,5.0,5,2,5,2
2,54,1,1,1,0.77,3,3,0,0
2,80,3,2,2,1.54,1,1,1,0
2,33,1,4,1,1.47,8,8,0,0
2,55,3,3,1,3.88,3,3,0,1
2,41,7,3,3,1.47,0,0,0,2
2,31,4,4,3,1.57,3,3,3,5
2,32,3,5,3,5.0,2,0,3,15
1,64,4,5,1,1.22,1,0,1,0
2,33,3,5,3,4.8,4,0,0,1
1,64,4,3,2,1.8,5,3,3,5
2,45,4,2,2,0.97,1,1,0,60
2,40,3,5,2,1.32,2,2,0,0
2,55,4,5,1,5.0,15,13,0,0
2,57,3,4,1,3.88,8,6,0,25
2,66,6,1,1,1.63,2,0,4,0
1,26,2,2,1,0.63,3,3,2,0
2,76,6,3,2,1.32,2,0,0,0
1,41,3,4,1,3.05,5,5,0,0
2,34,4,2,3,1.02,3,3,21,1
1,60,3,3,1,3.36,10,1,1,0
2,51,4,3,3,1.22,2,2,4,0
2,58,1,4,2,2.59,1,1,0,0
1,72,1,2,1,1.03,0,0,21,12
1,65,2,1,1,0.7,0,0,0,0
2,69,3,4,2,5.0,2,0,0,0
2,60,2,2,2,1.13,1,0,2,0
1,80,3,5,2,2.51,2,0,0,10
2,24,1,3,3,4.45,4,3,2,2
1,49,4,3,1,2.9,2,2,0,0
1,22,4,4,3,2.03,2,2,0,0
2,53,2,4,1,2.67,0,0,0,0
1,22,4,2,1,0.05,0,0,10,11
1,53,6,5,1,5.0,5,0,4,0
1,42,1,3,1,2.02,4,2,0,0
1,65,7,5,1,4.0,4,1,3,0
2,39,3,4,3,0.71,1,1,0,0
1,63,4,2,3,0.45,0,0,0,0
1,42,4,4,1,5.0,3,0,5,0
1,23,7,4,3,1.34,12,9,8,5
2,54,4,5,2,2.13,6,4,4,0
2,27,3,5,1,5.0,4,2,6,0
1,60,3,3,1,5.0,3,3,2,0
2,63,4,2,2,2.0,2,1,0,0
2,40,4,4,2,1.69,3,1,0,1
2,36,4,4,1,0.73,2,2,1,0
2,69,6,5,1,5.0,2,2,1,3
2,66,1,1,1,1.0,0,0,0,0
2,38,4,3,3,0.87,2,2,4,0
2,80,3,3,2,3.8,6,0,0,0
1,42,3,3,1,5.0,18,4,0,0
1,28,2,4,1,3.55,3,3,0,0
2,69,3,4,1,1.86,3,1,0,0
2,32,7,4,3,0.28,4,2,10,2
2,55,6,5,1,1.48,0,0,0,0
2,27,1,2,1,0.59,2,1,0,0
1,32,3,3,1,1.59,10,5,2,10
1,30,4,4,3,1.18,0,0,3,8
1,61,1,2,1,5.0,0,0,0,0
1,78,3,5,1,5.0,7,2,0,3
2,71,3,4,1,2.71,1,0,0,0
1,58,1,2,2,1.59,3,3,10,0
2,21,1,4,3,1.35,3,0,0,0
2,46,4,4,1,2.03,4,2,6,0
2,61,4,5,2,1.4,4,3,2,0
1,37,2,4,1,1.89,0,0,1,0
2,58,4,2,2,0.0,6,4,8,7
2,50,4,4,2,1.05,2,2,0,0
2,30,3,4,1,2.43,1,1,0,1
1,65,4,5,3,1.69,3,2,3,0
2,75,4,2,2,1.52,0,0,0,0
2,39,2,4,1,1.22,0,0,0,0
1,29,3,4,1,1.79,16,16,1,2
1,65,3,3,1,0.62,0,0,0,0
1,56,1,3,1,4.45,3,2,25,60
1,41,4,4,1,2.47,4,0,2,0
2,56,3,4,1,1.98,1,0,0,0
1,64,3,4,1,5.0,0,0,0,0
2,63,7,4,1,2.0,1,0,0,4
2,67,4,3,2,1.69,3,0,10,0
2,21,4,3,3,0.74,2,1,0,0
2,39,3,3,1,2.28,8,8,0,0
1,45,1,4,1,5.0,14,7,5,2
1,26,4,4,1,2.15,3,3,2,30
2,70,1,4,1,1.2,6,0,0,0
2,55,4,3,3,0.96,0,0,0,4
2,42,4,5,2,2.37,2,0,0,3
1,75,3,2,2,1.03,0,0,0,0
2,33,3,3,1,3.48,2,0,10,2
2,48,3,2,1,0.28,0,0,1,15
1,47,3,4,1,4.57,5,3,0,0
1,20,1,4,3,0.67,4,2,0,0
1,57,3,4,1,5.0,2,1,2,5
1,55,1,1,1,1.05,3,3,1,0
2,32,4,3,2,1.48,2,1,0,0
2,37,4,4,3,1.11,0,0,2,10
1,56,3,3,1,5.0,5,1,4,0
2,55,4,3,1,2.79,6,3,1,0
2,45,2,1,2,1.22,0,0,0,0
1,58,3,3,1,0.58,0,0,0,0
1,56,1,5,2,1.69,16,3,3,0
2,80,3,4,1,2.51,7,3,0,30
1,38,3,4,1,5.0,4,3,0,0
1,21,3,4,3,4.19,0,0,10,34
2,21,4,3,3,1.8,5,2,0,3
2,28,6,5,1,5.0,10,0,0,0
1,29,2,2,1,0.1,4,3,0,0
1,62,4,4,2,1.38,0,0,1,2
1,32,6,5,3,4.72,0,0,0,0
1,56,1,3,1,1.37,2,2,0,0
2,40,4,3,2,1.11,1,1,0,0
1,59,6,5,1,5.0,2,1,1,0
2,40,2,3,1,0.66,1,1,0,0
2,23,4,5,1,0.45,3,3,1,1
1,50,6,5,1,5.0,4,0,0,0
2,44,4,5,2,3.3,0,0,0,0
2,32,3,3,1,1.91,1,1,0,3
1,30,1,2,3,0.93,4,4,0,10
2,20,2,4,3,0.6,3,3,0,1
1,21,3,4,3,5.0,6,4,0,0
1,63,3,4,1,5.0,3,3,1,5
1,44,6,3,1,1.22,1,1,0,0
2,80,3,5,2,2.8,2,0,0,0
2,49,6,5,3,1.67,5,0,0,10
2,78,6,4,2,5.0,0,0,0,0
2,68,4,4,2,1.62,1,1,4,2
1,46,1,4,1,5.0,1,1,1,0
1,80,4,2,1,1.81,0,0,0,0
1,37,3,3,1,2.56,1,1,1,0
1,42,6,5,3,5.0,0,0,1,0
1,52,6,1,1,1.9,0,0,0,0
2,73,4,3,1,4.4,2,0,0,0
1,80,3,3,1,1.89,3,0,0,1
2,47,2,4,1,5.0,6,0,0,0
1,65,6,5,1,5.0,7,2,0,0
2,60,4,4,2,2.07,0,0,1,0
2,66,4,3,2,1.51,1,0,3,0
2,52,3,2,1,1.23,2,0,0,1
2,22,4,2,1,0.35,3,1,3,3
2,33,3,5,1,5.0,4,0,2,0
1,57,4,4,1,5.0,3,0,0,0
2,37,4,5,1,1.72,3,3,1,1
1,79,4,4,1,4.27,0,0,2,0
2,24,3,5,3,3.62,6,0,4,0
2,33,3,4,2,0.98,6,2,2,0
2,80,3,5,2,1.72,2,2,0,0
2,57,1,1,1,1.32,3,3,0,0
1,55,6,5,1,3.08,0,0,0,0
1,69,3,4,1,3.04,2,0,0,0
2,69,4,3,2,0.74,0,0,0,3
1,50,6,4,1,1.54,8,1,0,0
2,72,3,5,1,1.2,1,0,1,2
1,62,3,4,2,2.24,0,0,0,0
1,66,4,4,1,2.37,2,1,2,0
1,33,4,4,3,2.88,1,0,0,0
2,77,6,1,2,0.56,0,0,0,0
1,31,7,4,1,2.79,7,3,15,2
2,69,4,3,2,2.07,3,3,0,0
1,29,1,1,1,0.81,2,2,3,0
1,80,3,3,1,1.79,1,1,0,0
2,45,1,1,2,0.56,0,0,0,0
2,79,6,5,3,3.92,0,0,0,0
2,73,3,5,1,4.64,2,1,0,0
1,30,2,5,1,5.0,2,1,0,21
1,31,4,3,3,1.01,6,6,0,0
1,59,4,5,3,0.64,3,3,0,10
1,79,3,2,1,2.13,5,3,0,0
1,61,4,5,3,5.0,2,0,7,4
1,65,3,4,1,1.45,1,0,0,2
2,64,7,4,2,1.02,1,1,0,0
1,57,6,4,1,0.2,6,6,0,0
2,67,3,4,1,5.0,3,0,0,1
1,41,1,2,1,0.56,1,1,0,0
1,80,3,5,1,5.0,2,1,1,0
1,35,6,3,1,4.43,4,3,4,0
2,68,3,3,1,1.97,3,2,0,0
1,66,7,4,2,0.75,7,2,0,0
2,55,1,4,1,5.0,0,0,0,0
2,66,1,3,2,0.91,2,2,3,0
2,78,4,4,2,1.69,0,0,0,0
1,55,3,4,1,2.22,5,4,0,4
1,31,2,1,1,1.64,0,0,0,0
2,70,6,3,1,0.95,2,0,0,1
2,53,6,4,1,1.45,1,1,2,2
2,63,3,4,1,2.99,1,1,2,2
1,53,4,5,1,1.58,2,2,0,0
2,46,3,4,2,4.41,12,1,0,1
2,65,4,4,2,1.04,0,0,0,0
1,55,3,5,2,1.58,6,2,3,2
2,28,1,5,1,5.0,2,0,6,0
1,24,7,4,1,2.9,2,0,3,0
2,37,3,4,1,0.49,4,3,4,4
1,44,3,5,1,5.0,3,1,0,0
1,23,7,5,3,0.56,10,6,15,10
2,60,3,4,1,5.0,7,0,0,0
2,37,4,4,1,2.79,2,2,0,4
2,29,4,5,1,5.0,5,3,2,0
2,49,4,4,2,3.25,3,3,3,0
2,50,2,5,2,5.0,2,2,0,4
2,48,6,5,1,3.59,0,0,0,0
1,76,3,4,1,3.41,3,2,0,0
1,53,6,5,1,3.92,1,0,1,0
2,46,1,2,3,0.68,2,2,6,0
1,47,4,4,1,2.37,3,1,0,0
1,64,2,1,1,1.08,0,0,2,0
2,34,3,5,1,5.0,1,0,0,0
1,36,2,5,1,3.84,1,1,0,0
2,24,2,4,1,1.44,3,2,0,0
2,58,2,3,3,0.92,0,0,0,1
2,49,4,2,2,0.95,1,1,0,0
2,49,4,3,1,1.54,4,4,2,3
2,60,4,5,2,5.0,3,2,3,0
2,73,6,5,1,2.43,14,0,3,0
1,75,7,4,1,2.19,1,0,0,0
2,46,6,5,1,5.0,0,0,0,0
2,21,6,3,3,0.64,3,3,0,0
1,75,4,4,1,5.0,3,1,3,1
2,43,4,5,1,2.72,2,2,1,2
2,80,3,5,2,4.0,1,0,4,20
1,42,6,4,2,5.0,7,1,8,7
2,56,3,3,1,5.0,2,0,0,1
2,69,1,3,1,2.46,0,0,0,0
2,62,3,3,2,1.18,1,0,4,0
2,35,2,2,1,0.82,4,1,0,0
2,48,3,5,1,5.0,2,0,4,0
2,44,4,5,1,1.94,4,4,0,4
2,62,6,5,1,2.32,1,0,0,0
1,49,3,4,1,1.46,3,2,4,2
1,35,7,4,2,1.06,3,1,0,0
2,37,4,5,1,1.69,0,0,0,1
2,62,4,4,2,5.0,0,0,2,0
2,43,2,5,2,1.8,1,0,0,0
1,32,3,4,1,3.67,7,5,0,0
1,33,3,5,1,2.85,0,0,3,1
1,42,6,5,1,5.0,4,0,0,0
1,57,2,4,1,1.4,2,2,0,0
2,79,3,2,2,1.26,1,1,0,2
2,35,3,4,1,1.22,2,1,4,1
1,76,3,4,1,4.64,12,5,6,2
1,70,3,3,2,1.18,4,1,4,3
1,33,2,2,1,0.25,2,1,1,0
2,43,7,4,1,0.87,5,1,5,3
1,32,4,3,1,1.2,2,2,60,30
1,43,1,5,2,2.8,5,2,3,0
2,45,3,4,1,4.44,3,3,1,0
2,45,6,2,2,1.39,0,0,0,0
1,67,1,1,1,0.83,1,1,8,0
2,36,2,3,1,0.56,1,1,0,0
1,56,4,5,2,2.8,1,1,3,1
1,47,3,5,2,3.46,7,1,0,25
1,67,3,4,1,5.0,0,0,2,0
1,73,4,3,1,4.57,3,3,3,0
1,33,3,3,1,2.04,3,3,0,30
2,39,6,5,2,1.1,0,0,0,0
2,48,6,2,1,0.32,0,0,0,0
2,52,4,3,3,0.73,2,0,2,0
1,56,4,1,1,0.81,0,0,0,0
1,20,1,3,3,1.36,5,2,0,0
2,33,3,3,1,2.08,2,0,0,0
1,21,3,3,3,2.79,1,1,1,2
1,80,3,4,1,1.03,0,0,0,0
2,51,6,5,1,5.0,9,9,6,8
2,25,3,4,1,2.6,1,1,0,4
1,52,4,3,1,0.08,1,1,0,0
1,73,3,4,1,5.0,0,0,0,0
2,37,3,4,1,1.61,1,1,4,0
1,24,3,4,3,0.83,3,1,0,0
2,72,2,1,1,2.49,2,0,8,0
1,78,6,3,2,0.74,0,0,0,0
2,36,6,5,1,4.62,1,0,0,0
2,33,4,4,3,0.75,0,0,0,5
2,29,4,4,1,1.7,1,1,0,0
1,59,4,4,2,0.41,20,0,8,0
1,26,6,5,3,2.12,1,0,0,0
2,55,1,4,1,5.0,13,6,5,30
1,80,3,5,1,3.08,1,0,6,8
1,63,2,3,1,1.89,0,0,0,0
1,76,3,2,2,1.48,14,0,0,30
2,57,4,3,2,0.83,0,0,5,5
2,48,3,3,2,1.96,18,18,0,0
1,45,3,5,1,3.1,4,4,3,3
1,66,6,2,1,2.98,0,0,0,0
1,55,4,4,1,2.24,7,6,0,0
1,20,3,4,3,5.0,5,1,0,1
1,24,2,3,1,2.37,1,1,0,0
1,60,6,5,1,5.0,2,0,1,0
2,32,4,3,1,0.76,4,3,0,5
2,63,2,2,1,2.77,4,0,0,0
1,72,3,3,1,3.4,0,0,0,0
1,23,3,2,3,0.8,3,3,30,30
2,42,1,4,1,4.07,3,0,4,4
1,28,2,5,1,5.0,0,0,0,0
2,80,3,3,2,2.4,2,0,0,0
1,29,1,3,1,0.81,4,4,0,5
1,55,2,2,1,5.0,1,0,0,0
1,66,1,4,1,3.66,3,0,0,0
1,27,4,5,3,5.0,3,0,0,0
1,44,2,1,1,0.41,1,0,0,0
1,45,3,2,1,1.11,14,0,48,8
2,48,4,5,2,1.96,5,1,0,0
1,44,4,5,1,5.0,2,0,2,0
1,74,2,1,2,2.25,2,2,20,0
1,33,3,4,2,5.0,2,0,16,0
2,78,6,1,2,0.7,3,3,0,2
2,26,2,5,1,5.0,4,0,1,20
2,20,3,3,3,3.4,8,8,0,0
1,59,3,4,1,5.0,9,2,0,12
1,80,3,2,1,3.4,5,0,17,0
2,64,3,4,2,1.68,5,1,4,8
1,64,6,1,1,4.26,0,0,0,0
2,45,3,5,1,3.18,5,2,12,0
1,63,3,5,2,0.3,0,0,0,4
2,29,6,5,3,2.38,21,1,5,0
2,80,4,2,1,2.94,4,2,2,0
2,28,3,5,3,1.69,2,1,1,0
1,71,4,4,3,0.38,0,0,0,3
1,41,3,3,1,3.12,13,3,0,0
2,23,3,2,1,3.2,21,10,2,0
2,32,4,5,1,0.99,0,0,0,0
1,53,3,3,1,2.47,2,2,1,0
1,73,3,5,1,2.77,2,0,0,0
2,80,3,4,1,3.1,4,2,2,0
1,62,2,2,3,2.51,0,0,0,0
1,57,6,5,1,5.0,0,0,0,0
2,80,3,3,2,0.77,0,0,4,4
1,48,3,4,1,4.52,3,0,0,2
1,24,6,5,3,1.77,12,0,0,0
1,28,7,4,1,1.19,0,0,0,0
2,28,1,4,1,2.62,3,1,2,0
2,50,6,5,2,4.57,2,1,2,0
2,62,4,3,3,1.35,4,4,0,1
2,24,3,4,1,2.79,1,1,1,0
1,57,4,3,3,4.25,0,0,8,0
2,37,4,3,1,0.74,2,2,1,0
1,71,3,4,1,1.48,5,5,0,2
2,42,4,4,3,0.96,2,2,0,0
2,26,3,4,1,0.61,2,2,5,1
1,51,3,3,1,1.26,3,2,0,0
2,27,4,4,1,2.6,6,6,0,0
1,52,6,5,1,5.0,2,0,0,0
1,45,7,2,1,1.34,1,1,2,1
2,70,4,1,2,0.31,0,0,0,0
2,62,4,3,2,0.8,4,0,0,0
2,42,4,4,3,0.73,7,0,5,0
2,61,3,4,3,3.6,10,10,0,2
2,35,3,4,1,3.92,8,2,1,0
1,29,3,4,3,3.62,2,1,7,7
1,49,3,5,1,2.34,3,2,0,0
1,77,3,4,2,1.42,3,3,2,10
2,64,6,4,1,5.0,3,0,0,0
1,46,1,4,1,4.78,3,3,0,0
2,61,4,4,2,0.04,0,0,0,0
2,58,4,4,2,1.68,3,3,2,0
1,31,2,4,1,2.07,4,2,0,0
2,23,3,5,3,5.0,6,4,0,2
1,67,3,5,2,5.0,5,3,1,0
2,48,4,3,1,0.04,1,1,0,0
1,80,3,5,1,5.0,0,0,8,4
2,42,4,4,1,2.37,2,0,0,0
2,60,4,5,1,2.43,3,3,0,0
2,78,4,3,2,3.18,1,1,0,0
1,50,3,3,1,5.0,0,0,60,0
2,64,3,5,2,5.0,3,1,0,0
2,63,1,1,1,2.45,1,1,0,1
1,46,6,5,1,1.32,4,2,0,0
2,38,4,4,3,0.66,5,3,2,8
1,39,2,4,1,1.38,2,2,0,17
1,60,4,4,2,1.24,3,3,2,7
2,80,3,2,2,2.07,1,0,0,0
1,30,6,4,3,4.69,2,0,0,4
2,47,1,4,1,5.0,7,4,10,1
1,64,3,4,2,0.92,0,0,22,0
2,54,1,5,1,5.0,3,0,8,2
2,51,1,2,1,1.96,3,1,0,0
2,38,1,4,1,1.55,14,14,0,0
1,48,6,5,1,5.0,1,0,0,0
2,24,2,1,1,0.41,1,1,0,0
2,30,4,4,3,1.88,1,1,1,0
1,35,1,1,1,0.45,0,0,0,0
2,53,4,4,2,1.01,2,2,0,0
2,52,2,4,2,5.0,8,1,21,0
1,53,7,3,2,0.25,1,0,3,0
2,68,4,4,1,1.99,4,4,0,0
1,80,3,2,2,1.92,0,0,0,0
2,75,3,4,2,1.74,7,0,1,0
2,36,3,5,1,5.0,2,1,5,0
2,28,3,5,1,2.11,5,2,0,2
1,22,4,3,3,3.63,2,2,1,2
1,47,6,4,1,3.86,3,1,2,0
1,51,3,3,1,2.24,7,0,0,0
1,60,3,4,3,1.28,4,0,8,30
1,80,3,4,2,2.64,3,3,0,2
2,80,4,1,2,0.21,3,1,1,1
1,33,6,5,1,5.0,10,2,0,15
1,69,3,3,1,1.67,2,0,1,0
2,51,1,4,2,3.7,2,1,2,2
1,62,6,5,2,5.0,21,18,10,6
1,75,4,3,2,0.76,7,7,0,30
2,44,6,5,1,0.32,1,0,0,0
1,53,3,4,1,0.0,1,1,0,0
1,58,3,3,3,1.28,2,0,0,0
2,73,2,4,1,1.18,1,0,0,0
2,60,4,3,3,1.56,2,1,0,21
2,80,2,1,2,0.19,0,0,1,0
2,71,4,5,2,5.0,2,0,0,0
1,34,1,3,3,1.19,2,1,5,6
1,53,6,5,1,5.0,2,1,0,0
2,24,3,5,3,0.1,1,0,1,0
1,24,1,4,3,0.92,7,7,1,0
2,44,6,3,1,1.56,0,0,0,0
2,28,7,5,1,3.38,1,1,0,0
2,54,3,4,1,1.78,6,6,0,0
1,65,4,3,2,2.24,3,3,0,2
2,31,4,4,1,0.52,3,3,1,2
2,62,4,3,3,1.77,3,1,0,1
2,58,1,1,1,1.36,3,3,0,0
2,27,1,3,1,1.7,1,1,3,1
2,56,4,5,3,1.93,1,1,0,1
2,32,6,5,1,2.03,3,0,0,2
1,35,1,1,1,2.19,1,0,0,0
2,57,2,5,1,5.0,2,0,0,0
1,68,4,5,1,1.37,0,0,0,0
2,23,2,4,3,2.68,3,3,0,0
2,25,4,4,1,2.37,1,1,0,0
1,77,3,4,1,5.0,2,2,0,0
1,72,4,3,1,0.95,1,1,3,0
2,32,3,5,1,5.0,1,0,3,1
2,47,3,4,3,4.9,4,1,0,7
2,43,1,2,1,3.2,4,4,0,1
2,55,3,4,2,1.52,2,2,0,6
1,78,4,3,1,4.4,7,1,4,0
2,47,1,1,2,0.0,2,2,8,0
2,44,2,2,1,1.18,3,1,4,2
2,57,7,4,1,0.07,2,2,17,20
1,42,3,4,1,5.0,1,0,0,0
1,47,6,5,1,2.52,1,1,16,3
2,57,3,5,1,5.0,3,1,1,12
2,57,6,4,2,0.24,3,0,0,0
1,39,2,5,3,2.4,1,1,0,0
1,57,6,5,1,5.0,0,0,0,0
2,41,6,3,1,0.89,5,5,0,0
1,68,4,5,1,2.43,10,5,0,3
2,48,7,5,2,3.92,0,0,0,0
2,63,3,3,2,1.66,0,0,0,4
1,52,3,2,1,5.0,3,2,0,0
1,48,4,2,1,2.77,3,2,1,2
2,54,2,4,1,5.0,4,0,8,0
2,33,3,5,1,2.61,3,2,0,0
2,44,7,4,1,4.58,0,0,0,0
2,55,3,2,2,1.93,7,7,0,0
1,72,3,5,1,1.48,4,2,3,1
1,79,3,1,1,1.58,0,0,0,0
2,52,3,4,2,0.21,3,2,0,1
1,36,3,4,3,1.51,2,0,12,1
1,28,4,3,2,0.23,15,6,21,0
2,46,1,4,1,5.0,3,1,1,1
2,28,4,4,1,1.15,6,6,2,0
1,33,2,4,1,1.99,3,3,0,1
2,80,6,3,2,5.0,0,0,0,0
1,41,1,3,1,2.2,3,2,0,3
2,65,3,4,1,5.0,2,0,1,4
1,25,3,5,3,5.0,5,1,0,0
1,30,3,4,1,5.0,14,4,20,5
2,54,3,3,2,1.48,2,1,0,1
1,48,3,4,1,0.09,20,5,0,10
1,46,3,4,1,5.0,15,12,2,2
1,71,3,4,1,2.31,1,1,0,5
1,54,1,4,1,3.85,6,0,0,0
2,27,3,5,1,5.0,4,2,3,0
2,71,3,5,1,5.0,2,1,0,0
1,29,3,3,1,0.65,1,0,1,0
2,46,4,4,2,2.73,5,5,10,5
2,28,1,3,1,3.52,2,1,1,0
1,80,3,5,2,5.0,14,0,0,0
2,22,4,4,3,0.74,7,5,1,2
1,49,3,5,2,4.0,1,0,0,0
1,52,4,2,1,1.52,3,3,0,17
1,46,1,1,1,0.01,0,0,0,0
2,24,1,4,1,0.63,7,6,0,0
2,80,3,4,2,1.36,2,2,0,0
1,46,3,3,2,4.98,4,3,2,1
2,70,3,5,2,5.0,7,1,8,12
1,54,1,1,2,1.3,1,0,0,0
2,52,4,5,1,5.0,10,0,7,5
2,37,4,5,1,5.0,2,1,3,0
1,51,4,3,3,0.56,7,3,15,10
2,43,3,4,1,4.41,2,0,4,2
2,25,4,3,3,0.43,9,6,3,0
2,37,6,5,1,5.0,5,0,8,21
2,60,4,4,2,5.0,1,0,4,0
2,60,3,4,1,3.65,3,0,2,0
1,73,4,3,1,3.34,0,0,0,0
1,38,3,4,2,1.56,2,2,0,0
2,62,3,2,2,3.15,1,1,0,0
1,41,4,5,1,5.0,3,0,8,4
2,41,3,5,1,4.09,3,0,10,25
2,55,7,5,1,3.92,4,2,0,0
1,59,3,4,1,2.2,2,1,0,0
2,60,4,5,2,5.0,2,0,2,0
2,70,3,3,1,1.85,0,0,0,20
1,71,4,3,2,0.75,4,4,2,0
2,77,4,4,1,1.52,0,0,0,0
2,43,2,2,2,1.79,3,0,5,2
1,31,3,4,3,4.56,3,3,0,3
1,44,3,5,1,5.0,4,2,0,2
2,66,2,5,1,5.0,1,0,0,0
1,50,2,4,1,3.98,6,2,0,20
2,61,4,5,1,5.0,5,1,0,30
1,53,3,2,3,0.0,0,0,0,0
2,61,6,1,1,1.92,0,0,0,0
1,22,3,3,3,1.49,1,0,0,0
2,44,6,2,1,1.97,0,0,0,0
2,67,2,3,2,1.24,2,1,30,4
2,63,4,2,1,2.11,1,1,0,0
2,76,3,4,2,5.0,3,1,4,0
1,70,3,4,1,4.93,2,2,0,1
2,55,6,5,1,3.04,3,3,0,0
2,24,4,4,1,2.06,4,3,2,5
1,71,4,5,2,0.97,0,0,0,2
1,52,1,1,2,0.99,7,4,30,0
2,57,1,4,2,0.92,1,0,0,0
1,75,3,4,2,1.49,0,0,0,30
2,59,3,4,2,1.02,10,2,5,5
1,59,2,4,3,4.31,16,16,0,0
1,46,6,5,1,5.0,14,0,0,0
2,58,4,5,3,1.94,0,0,0,0
2,47,3,3,3,2.0,2,1,0,30
2,62,3,3,1,4.14,4,0,0,4
1,66,3,5,1,5.0,7,0,0,0
1,60,4,2,1,3.68,10,5,0,0
2,34,3,4,2,0.52,6,3,3,2
1,70,3,1,1,1.11,0,0,0,4
1,32,4,2,1,1.65,3,3,17,0
1,22,3,3,3,4.45,4,2,10,0
1,46,3,3,1,3.23,2,2,20,25
2,65,4,2,3,2.13,0,0,0,0
1,66,7,5,1,5.0,5,2,3,15
1,28,3,5,3,2.18,9,0,0,0
1,59,4,2,3,0.56,0,0,0,0
1,32,4,2,3,0.12,3,0,2,10
1,43,4,5,1,0.99,1,1,2,0
2,26,3,3,1,1.91,3,2,0,8
1,61,3,1,1,3.87,14,14,4,4
2,40,4,4,3,3.04,6,6,3,0
2,53,6,5,1,5.0,0,0,0,2
2,66,4,5,2,1.85,1,0,4,0
1,23,6,4,3,0.96,8,2,0,0
2,47,6,4,1,2.03,3,1,4,8
2,80,3,2,1,2.46,0,0,0,0
1,34,3,4,3,5.0,2,1,0,0
2,26,3,2,1,0.76,5,5,3,4
2,67,2,1,3,1.4,2,2,0,4
2,74,1,3,1,5.0,3,2,1,2
1,74,3,3,2,1.37,2,1,0,4
2,64,7,3,2,1.18,2,2,1,0
2,38,2,2,1,0.68,0,0,0,0
2,34,6,5,3,2.39,7,3,0,9
2,26,1,3,1,0.59,4,4,1,0
1,68,3,5,1,5.0,3,2,5,1
1,45,4,3,3,1.18,2,0,0,0
1,51,2,4,1,5.0,2,0,0,0
1,67,2,5,1,5.0,3,0,0,0
2,62,4,5,3,2.11,7,3,15,0
1,62,4,5,2,5.0,5,3,0,0
1,33,3,4,1,1.32,8,4,0,1
2,22,3,5,3,1.2,14,0,1,0
2,56,4,3,2,0.99,1,1,0,0
1,80,2,5,1,5.0,1,1,8,17
1,76,4,4,2,3.29,0,0,0,17
2,55,3,4,1,3.48,7,1,0,0
2,40,4,5,1,1.38,0,0,8,0
